1403715528.562143 0.009055 -0.002825 0.007243 0.034118 0.822710 -0.030489 0.566616
1403715528.567143 0.009112 -0.002789 0.007352 0.033943 0.822790 -0.030608 0.566505
1403715528.572143 0.009213 -0.002726 0.007550 0.033802 0.822824 -0.030745 0.566457
1403715528.577143 0.009350 -0.002644 0.007825 0.033719 0.822818 -0.030934 0.566460
1403715528.582143 0.009515 -0.002547 0.008165 0.033686 0.822748 -0.031107 0.566554
1403715528.587143 0.009706 -0.002440 0.008558 0.033646 0.822698 -0.031294 0.566619
1403715528.592143 0.009918 -0.002323 0.008997 0.033560 0.822569 -0.031436 0.566803
1403715528.597143 0.010095 -0.002178 0.009580 0.033557 0.822377 -0.031529 0.567077
1403715528.602143 0.010303 -0.002030 0.010180 0.033499 0.822236 -0.031592 0.567280
1403715528.607143 0.010538 -0.001880 0.010800 0.033479 0.822067 -0.031671 0.567522
1403715528.612143 0.010794 -0.001729 0.011436 0.033510 0.821974 -0.031734 0.567653
1403715528.617143 0.011067 -0.001576 0.012088 0.033537 0.821819 -0.031821 0.567870
1403715528.622143 0.011355 -0.001422 0.012753 0.033526 0.821693 -0.031945 0.568046
1403715528.627143 0.011654 -0.001265 0.013430 0.033526 0.821533 -0.032093 0.568269
1403715528.632143 0.011964 -0.001104 0.014116 0.033465 0.821414 -0.032265 0.568434
1403715528.637143 0.012283 -0.000939 0.014810 0.033324 0.821232 -0.032468 0.568694
1403715528.642143 0.012610 -0.000767 0.015512 0.033185 0.821101 -0.032629 0.568882
1403715528.647143 0.012961 -0.000626 0.016354 0.032989 0.820936 -0.032816 0.569122
1403715528.652143 0.013323 -0.000471 0.017181 0.032887 0.820795 -0.032921 0.569324
1403715528.657143 0.013695 -0.000308 0.018000 0.032858 0.820668 -0.033052 0.569502
1403715528.662143 0.014078 -0.000141 0.018819 0.032863 0.820564 -0.033259 0.569639
1403715528.667143 0.014471 0.000032 0.019644 0.032859 0.820382 -0.033464 0.569889
1403715528.672143 0.014875 0.000209 0.020478 0.032842 0.820253 -0.033644 0.570065
1403715528.677143 0.015288 0.000394 0.021324 0.032803 0.820079 -0.033776 0.570309
1403715528.682143 0.015712 0.000587 0.022187 0.032772 0.819934 -0.033813 0.570518
1403715528.687143 0.016144 0.000788 0.023070 0.032785 0.819716 -0.033851 0.570828
1403715528.692143 0.016575 0.001062 0.024009 0.032945 0.819467 -0.033865 0.571175
1403715528.697143 0.017010 0.001323 0.024950 0.033008 0.819329 -0.034025 0.571360
1403715528.702143 0.017445 0.001573 0.025893 0.033084 0.819228 -0.034182 0.571491
1403715528.707143 0.017876 0.001812 0.026837 0.033067 0.819152 -0.034425 0.571587
1403715528.712143 0.018306 0.002047 0.027783 0.032998 0.819111 -0.034592 0.571639
1403715528.717143 0.018735 0.002281 0.028734 0.032920 0.819006 -0.034689 0.571789
1403715528.722143 0.019162 0.002516 0.029690 0.032859 0.818914 -0.034731 0.571921
1403715528.727143 0.019589 0.002751 0.030656 0.032866 0.818744 -0.034777 0.572161
1403715528.732143 0.020014 0.002984 0.031629 0.032889 0.818589 -0.034876 0.572376
1403715528.737143 0.020438 0.003213 0.032609 0.032899 0.818412 -0.035068 0.572616
1403715528.742143 0.020861 0.003438 0.033595 0.032924 0.818233 -0.035264 0.572858
1403715528.747143 0.021286 0.003662 0.034584 0.032880 0.818134 -0.035476 0.572989
1403715528.752143 0.021714 0.003889 0.035576 0.032865 0.818017 -0.035592 0.573150
1403715528.757143 0.042966 0.012992 0.045977 0.035493 0.817248 -0.033536 0.574214
1403715528.762143 0.057571 0.019655 0.053715 0.035511 0.817107 -0.033547 0.574413
1403715528.767143 0.067932 0.024633 0.059629 0.035494 0.816993 -0.033589 0.574573
1403715528.772143 0.075497 0.028424 0.064270 0.035616 0.816951 -0.033630 0.574623
1403715528.777143 0.081167 0.031364 0.068009 0.035674 0.816816 -0.033721 0.574806
1403715528.782143 0.085526 0.033689 0.071100 0.035823 0.816775 -0.033818 0.574849
1403715528.787143 0.088958 0.035565 0.073723 0.035911 0.816675 -0.033921 0.574980
1403715528.792143 0.091729 0.037114 0.076005 0.036049 0.816575 -0.033952 0.575112
1403715528.797143 0.094025 0.038423 0.078037 0.036067 0.816492 -0.033981 0.575226
1403715528.802143 0.095974 0.039556 0.079889 0.036164 0.816353 -0.033943 0.575420
1403715528.807143 0.097668 0.040556 0.081611 0.036206 0.816226 -0.033973 0.575595
1403715528.812143 0.073657 0.036540 0.083696 0.021831 0.810016 -0.034923 0.584960
1403715528.817143 0.057671 0.033616 0.085604 0.021801 0.809867 -0.035050 0.585160
1403715528.822143 0.046717 0.031482 0.087383 0.021803 0.809687 -0.035136 0.585403
1403715528.827143 0.039033 0.029929 0.089068 0.021652 0.809441 -0.035277 0.585741
1403715528.832143 0.033540 0.028808 0.090684 0.021570 0.809235 -0.035332 0.586025
1403715528.837143 0.029555 0.028008 0.092251 0.021434 0.808997 -0.035416 0.586353
1403715528.842143 0.026630 0.027446 0.093787 0.021414 0.808740 -0.035415 0.586708
1403715528.847143 0.024462 0.027060 0.095302 0.021425 0.808497 -0.035450 0.587041
1403715528.852143 0.022843 0.026804 0.096803 0.021550 0.808243 -0.035392 0.587390
1403715528.857143 0.021627 0.026647 0.098291 0.021701 0.808120 -0.035373 0.587554
1403715528.862143 0.023277 0.027031 0.100415 0.024028 0.809102 -0.031074 0.586354
