1266379580,0.000550,0.002615,0.001160,0.040222,0.813639,-0.029066,0.579249
1292325645,0.000564,0.002709,0.001140,0.040259,0.813627,-0.029252,0.579253
1307554593,0.000580,0.002808,0.000388,0.040012,0.813559,-0.029575,0.579350
1334570817,0.000676,0.002947,0.001024,0.040116,0.813657,-0.029100,0.579229
1360624760,0.000698,0.003112,0.001165,0.040325,0.813642,-0.029380,0.579221
1387391361,0.000751,0.003332,0.001201,0.040123,0.813637,-0.029296,0.579247
1410425561,0.000796,0.003405,0.000060,0.039896,0.813557,-0.029796,0.579349
1432150599,0.000951,0.003791,0.001074,0.040210,0.813801,-0.029146,0.579018
1457766347,0.001036,0.003924,0.000300,0.039931,0.813713,-0.029693,0.579133
1487976219,0.001057,0.004075,0.001093,0.040058,0.813798,-0.029311,0.579024
1514625305,0.001092,0.004184,0.000992,0.040343,0.813879,-0.029143,0.578899
1543694504,0.001168,0.004373,0.001049,0.040030,0.813847,-0.029338,0.578955
1567951147,0.001220,0.004474,0.001065,0.040247,0.813942,-0.029195,0.578814
1591435534,0.001276,0.004518,0.000860,0.040251,0.813970,-0.029024,0.578783
1623245975,0.001342,0.004595,0.000588,0.040467,0.813991,-0.029047,0.578737
1654854556,0.001366,0.004626,0.000318,0.040036,0.813894,-0.029497,0.578881
1684792044,0.001340,0.004495,0.000704,0.040268,0.813964,-0.029429,0.578770
1708641431,0.001412,0.004621,-0.000233,0.040075,0.813916,-0.029696,0.578838
1736926073,0.001490,0.004747,-0.000883,0.040156,0.813911,-0.029879,0.578830
1760273025,0.001512,0.004795,-0.000729,0.040051,0.813947,-0.029725,0.578794
1786455760,0.001518,0.004692,0.000454,0.040422,0.814037,-0.029357,0.578661
1810818946,0.001512,0.004670,0.000327,0.040761,0.814053,-0.029217,0.578621
1840181855,0.001525,0.004859,0.000179,0.040611,0.814079,-0.028994,0.578607
1871048492,0.001549,0.004960,0.000163,0.040543,0.814024,-0.029312,0.578672
1892257769,0.001584,0.005080,0.000051,0.040432,0.814032,-0.029223,0.578674
1919868853,0.001632,0.005189,-0.000162,0.040771,0.814070,-0.029023,0.578606
1949154561,0.001692,0.005383,-0.000238,0.040484,0.814025,-0.029233,0.578679
1981109461,0.001743,0.005513,-0.000345,0.040795,0.814062,-0.028985,0.578618
2012222070,0.001786,0.005726,-0.000651,0.040839,0.814010,-0.028788,0.578698
2042646919,0.001802,0.005872,-0.000486,0.040661,0.813877,-0.029199,0.578877
2067837524,0.001836,0.006043,-0.000610,0.040629,0.813871,-0.029121,0.578892
2090196632,0.001872,0.006180,-0.000807,0.040870,0.813922,-0.028963,0.578810
2121200389,0.001938,0.006443,-0.000873,0.040704,0.813874,-0.029090,0.578884
2150594360,0.002001,0.006671,-0.001181,0.040664,0.813831,-0.029279,0.578937
2177749857,0.002065,0.006880,-0.001204,0.040809,0.813871,-0.029014,0.578884
2204263322,0.002129,0.007083,-0.001764,0.040587,0.813805,-0.029370,0.578974
2233259771,-0.007894,0.003824,-0.000736,0.039937,0.812845,-0.028061,0.580431
2263173960,-0.009175,0.004397,-0.002502,0.039521,0.812638,-0.028418,0.580732
2282125224,-0.010073,0.004731,-0.001238,0.039797,0.812596,-0.027736,0.580805
2308763569,-0.010731,0.004925,-0.002272,0.039566,0.812495,-0.028085,0.580946
2325754027,-0.011434,0.004666,-0.001376,0.039888,0.812574,-0.027485,0.580842
2353149639,-0.012264,0.004387,-0.001463,0.039739,0.812496,-0.027910,0.580941
2378442826,-0.013098,0.003997,-0.000945,0.040300,0.812523,-0.027502,0.580884
2405326994,-0.013870,0.004118,-0.001233,0.039969,0.812412,-0.028088,0.581034
2430461082,-0.014688,0.003868,-0.001088,0.040109,0.812432,-0.027673,0.581016
2453554797,-0.015280,0.004339,-0.001856,0.039954,0.812385,-0.027947,0.581080
2477546368,-0.016094,0.004399,-0.001537,0.039978,0.812382,-0.027649,0.581096
2498140234,-0.016894,0.004242,-0.001374,0.039986,0.812341,-0.027685,0.581152
2520300920,-0.017590,0.004734,-0.001825,0.039892,0.812314,-0.027690,0.581195
2541171572,-0.018350,0.004941,-0.001801,0.040018,0.812316,-0.027580,0.581189
2564470570,-0.019301,0.004990,-0.001719,0.040027,0.812299,-0.027462,0.581217
2587362674,-0.020149,0.005456,-0.001879,0.039969,0.812269,-0.027556,0.581260
2605829027,-0.020856,0.005803,-0.002525,0.039774,0.812212,-0.027795,0.581340
2628539676,-0.021765,0.006219,-0.002118,0.039953,0.812210,-0.027531,0.581344
2651557598,-0.022746,0.006497,-0.002318,0.039877,0.812172,-0.027589,0.581399
2673530307,-0.023720,0.006760,-0.002216,0.039923,0.812153,-0.027510,0.581427
2702416859,-0.025045,0.007113,-0.002475,0.039849,0.812106,-0.027606,0.581493
2729004765,-0.026312,0.007454,-0.002265,0.040012,0.812115,-0.027288,0.581485
2757887719,-0.027735,0.007832,-0.003139,0.039734,0.812021,-0.027724,0.581613
2780171942,-0.028882,0.008142,-0.002486,0.040109,0.812091,-0.027125,0.581518
2807936341,-0.030361,0.008537,-0.002443,0.040026,0.812042,-0.027203,0.581590
2838378950,-0.032047,0.008985,-0.002479,0.040023,0.812006,-0.027185,0.581640
2867948617,-0.017580,0.006276,-0.001792,0.039911,0.813050,-0.028461,0.580127
2890452160,-0.009715,0.004842,-0.001017,0.040022,0.813686,-0.028956,0.579202
2909820442,-0.008934,0.004953,-0.001839,0.039854,0.813687,-0.029365,0.579192
2936689581,-0.009538,0.006094,-0.001771,0.040179,0.813739,-0.029103,0.579109
2958848254,-0.010015,0.005965,-0.002517,0.039924,0.813648,-0.029503,0.579234
2984117085,-0.008784,0.005434,-0.001122,0.040331,0.813850,-0.029110,0.578942
3008141886,-0.008348,0.005404,-0.001760,0.040059,0.813799,-0.029593,0.579008
3036162355,-0.007669,0.005826,-0.000849,0.040457,0.813992,-0.029121,0.578734
3061832226,-0.007661,0.005873,-0.000658,0.040490,0.814036,-0.029181,0.578665
3088961766,-0.007753,0.005901,-0.000704,0.040332,0.814020,-0.029378,0.578690
3116241891,-0.007868,0.006032,-0.002982,0.039980,0.813908,-0.029879,0.578846
3133284749,-0.007962,0.006211,-0.000860,0.040369,0.813978,-0.029325,0.578749
3159367439,-0.008190,0.006233,-0.001528,0.040098,0.813909,-0.029668,0.578847
3186927186,-0.008358,0.006354,-0.000683,0.040540,0.814085,-0.029088,0.578598
3212930555,-0.008485,0.006402,-0.002259,0.040093,0.813939,-0.029746,0.578801
3239591655,-0.008468,0.006485,-0.000623,0.040387,0.814010,-0.029329,0.578703
3257326832,-0.008502,0.006556,-0.001280,0.040185,0.813949,-0.029569,0.578790
3284572920,-0.008525,0.006674,-0.000619,0.040386,0.814031,-0.029341,0.578673
3308222280,-0.008543,0.006776,-0.001350,0.040221,0.813999,-0.029619,0.578715
3330703553,-0.008582,0.006844,-0.000566,0.040596,0.814161,-0.029069,0.578488
3362618515,-0.008671,0.006952,-0.000743,0.040707,0.814155,-0.028959,0.578494
3394451315,-0.008782,0.007128,-0.000426,0.040463,0.814056,-0.029138,0.578641
3425226928,-0.006460,0.005564,-0.000516,0.039997,0.814098,-0.029025,0.578621
3453033633,-0.005451,0.005084,-0.000659,0.039770,0.814137,-0.028927,0.578586
3473204048,-0.005393,0.004902,-0.000157,0.039985,0.814260,-0.028608,0.578415
3498253725,-0.004198,0.005611,-0.001815,0.039884,0.814321,-0.028716,0.578331
3522536618,-0.003496,0.006057,-0.002393,0.039896,0.814431,-0.028675,0.578177
3544903177,-0.003354,0.006271,-0.001627,0.039880,0.814497,-0.028611,0.578088
3567729791,-0.003519,0.006642,-0.001379,0.039731,0.814431,-0.028624,0.578191
3592015727,-0.003535,0.006289,-0.001217,0.039820,0.814413,-0.028615,0.578210
3610865759,-0.003401,0.006260,-0.002450,0.039499,0.814315,-0.029059,0.578347
3636630237,-0.003174,0.006421,-0.001079,0.039701,0.814340,-0.028559,0.578324
3658354433,-0.002930,0.006689,-0.001964,0.039469,0.814240,-0.028915,0.578463
3682076228,-0.002467,0.007380,-0.000921,0.039737,0.814358,-0.028491,0.578300
3705319100,-0.002227,0.007428,-0.001553,0.039565,0.814328,-0.028762,0.578341
